Start	Finish	Task	CPU Decision	Frequency
5726.000000	5727.000000	T[0][715]	Execute()	1.000000
5727.000000	5734.000000	____	Sleep	____
5728.000000	_______	T[0][717]	DelayedArrival	____
5734.000000	5736.000000	T[0][716]	Execute()	1.000000
5736.000000	_______	T[0][718]	DelayedArrival	____
5736.000000	5739.000000	____	Sleep	____
5739.000000	5740.000000	T[1][409]	Execute()	1.000000
5740.000000	_______	T[1][411]	DelayedArrival	____
5740.000000	5742.000000	____	Sleep	____
5742.000000	5743.000000	T[0][717]	Execute()	1.000000
5743.000000	5750.000000	____	Sleep	____
5744.000000	_______	T[0][719]	DelayedArrival	____
5750.000000	5750.500000	T[0][718]	Execute()	1.000000
5750.500000	5753.000000	____	Sleep	____
5751.500000	_______	T[0][720]	DelayedArrival	____
5753.000000	5754.000000	T[1][410]	Execute()	1.000000
5754.000000	_______	T[1][412]	DelayedArrival	____
5754.000000	5758.000000	____	Sleep	____
5758.000000	5759.000000	T[0][719]	Execute()	1.000000
5759.000000	5765.000000	____	Sleep	____
5760.000000	_______	T[0][721]	DelayedArrival	____
5765.000000	5766.000000	T[1][411]	Execute()	1.000000
5766.000000	5767.000000	T[0][720]	Execute()	1.000000
5767.000000	5774.000000	____	Sleep	____
5768.000000	_______	T[0][722]	DelayedArrival	____
5768.000000	_______	T[1][413]	DelayedArrival	____
5774.000000	5775.000000	T[0][721]	Execute()	1.000000
5775.000000	5781.000000	____	Sleep	____
5775.500000	_______	T[0][723]	DelayedArrival	____
5781.000000	5781.500000	T[1][412]	Execute()	1.000000
5781.500000	5782.000000	T[0][722]	Execute()	1.000000
5782.000000	_______	T[1][414]	DelayedArrival	____
5782.000000	5790.000000	____	Sleep	____
5783.000000	_______	T[0][724]	DelayedArrival	____
5790.000000	5791.000000	T[0][723]	Execute()	1.000000
5791.000000	5795.000000	____	Sleep	____
5792.000000	_______	T[0][725]	DelayedArrival	____
5795.000000	5796.000000	T[1][413]	Execute()	1.000000
5796.000000	_______	T[1][415]	DelayedArrival	____
5796.000000	5798.000000	____	Sleep	____
5798.000000	5799.000000	T[0][724]	Execute()	1.000000
5799.000000	5806.000000	____	Sleep	____
5800.000000	_______	T[0][726]	DelayedArrival	____
5806.000000	5806.500000	T[0][725]	Execute()	1.000000
5806.500000	5809.000000	____	Sleep	____
5807.500000	_______	T[0][727]	DelayedArrival	____
5809.000000	5810.000000	T[1][414]	Execute()	1.000000
5810.000000	_______	T[1][416]	DelayedArrival	____
5810.000000	5812.000000	____	Sleep	____
5812.000000	5814.000000	T[0][726]	Execute()	1.000000
5814.000000	5814.500000	T[1][415]	Execute()	1.000000
5814.500000	5816.000000	T[3][13]	Execute()	1.000000
5816.000000	_______	T[0][728]	DelayedArrival	____
5816.000000	5816.500000	T[0][727]	Execute()	1.000000
5816.500000	5821.000000	T[3][13]	Execute()	1.000000
5821.000000	5829.000000	____	Sleep	____
5824.000000	_______	T[0][729]	DelayedArrival	____
5824.000000	_______	T[1][417]	DelayedArrival	____
5829.000000	5829.500000	T[0][728]	Execute()	1.000000
5829.500000	5831.000000	____	Sleep	____
5831.000000	5832.000000	T[1][416]	Execute()	1.000000
5832.000000	_______	T[0][730]	DelayedArrival	____
5832.000000	5833.000000	T[0][729]	Execute()	1.000000
5833.000000	5845.000000	____	Sleep	____
5838.000000	_______	T[0][731]	DelayedArrival	____
5838.000000	_______	T[1][418]	DelayedArrival	____
5845.000000	5846.000000	T[0][730]	Execute()	1.000000
5846.000000	5847.000000	____	Sleep	____
5847.000000	5848.000000	T[1][417]	Execute()	1.000000
5848.000000	_______	T[0][732]	DelayedArrival	____
5848.000000	5848.500000	T[0][731]	Execute()	1.000000
5848.500000	5862.000000	____	Sleep	____
5852.000000	_______	T[0][733]	DelayedArrival	____
5852.000000	_______	T[1][419]	DelayedArrival	____
5862.000000	5864.000000	T[0][732]	Execute()	1.000000
5864.000000	_______	T[0][734]	DelayedArrival	____
5864.000000	5865.000000	____	Sleep	____
5865.000000	5865.500000	T[1][418]	Execute()	1.000000
5865.500000	5870.000000	____	Sleep	____
5866.000000	_______	T[1][420]	DelayedArrival	____
5870.000000	5870.500000	T[0][733]	Execute()	1.000000
5870.500000	5872.000000	T[2][23]	Execute()	1.000000
5872.000000	_______	T[0][735]	DelayedArrival	____
5872.000000	5880.000000	T[2][23]	Execute()	1.000000
